小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,,,
爱秦湾,江宁,365,31556元/平米,3室2厅1厨1卫,中楼层 (共6层),115.67㎡,平层,99.94㎡,板塔结合,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017/10/8,商品房,2010/5/28,普通住宅,满五年,共有,"
                                暂无数据
                              ",已上传房本照片,,,
华汇康城,江宁,220,21171元/平米,3室2厅1厨2卫,低楼层 (共11层),103.92㎡,暂无数据,88.27㎡,板楼,南 北,钢混结构,其他,一梯四户,有,70年,2018/3/14,商品房,2015/3/22,普通住宅,满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
天润城第五街区,浦口,180,20108元/平米,2室2厅1厨1卫,高楼层 (共6层),89.52㎡,平层,78.37㎡,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017/8/21,商品房,2014/5/22,普通住宅,满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
谭桥公寓西园,江宁,220,23914元/平米,3室2厅1厨1卫,中楼层 (共7层),92㎡,暂无数据,76.94㎡,板楼,南,砖混结构,精装,一梯两户,有,70年,2017/10/22,动迁安置房,2017/7/23,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
苏宁千秋情缘花园,鼓楼,860,39441元/平米,5室2厅1厨3卫,高楼层 (共11层),218.05㎡,跃层,190.47㎡,板塔结合,南 北,钢混结构,精装,两梯两户,有,70年,2017/12/26,商品房,2006/5/24,普通住宅,满五年,非共有,"
                                有抵押 600万元 金融公司垫资
                              ",已上传房本照片,,,
威尼斯水城第十街区,浦口,210,25576元/平米,2室1厅1厨1卫,高楼层 (共6层),82.11㎡,平层,70.49㎡,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2016/11/26,商品房,2012/8/30,普通住宅,满五年,共有,"
                                有抵押 客户偿还
                              ",已上传房本照片,,,
亚东国际公寓,雨花台,635,33693元/平米,4室2厅1厨2卫,高楼层 (共11层),188.47㎡,暂无数据,161.53㎡,板塔结合,南 北,钢混结构,其他,一梯两户,有,70年,2017/11/30,商品房,2014/5/13,普通住宅,满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
花港幸福城芙蓉园,栖霞,120,20552元/平米,1室1厅1厨1卫,中楼层 (共18层),58.39㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,70年,2017/9/8,商品房,2017/8/27,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
育仁雅居,秦淮,300,35998元/平米,2室1厅1厨1卫,中楼层 (共6层),83.34㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017/11/22,商品房,2010/11/2,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
天地新城天心座,江宁,280,25192元/平米,3室2厅1厨2卫,低楼层 (共11层),111.15㎡,平层,93.48㎡,板塔结合,南 北,钢混结构,精装,一梯三户,有,70年,2018/2/28,商品房,2018/3/3,普通住宅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,,,
金地名京,建邺,455,51953元/平米,3室1厅1厨1卫,低楼层 (共11层),87.58㎡,平层,71.65㎡,板楼,南 北,钢混结构,其他,一梯四户,有,70年,2018/1/24,商品房,2011/1/11,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
殷高巷,秦淮,128,25626元/平米,2室1厅1厨1卫,高楼层 (共7层),49.95㎡,平层,41.74㎡,板塔结合,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017/9/10,房改房,2003/10/20,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
定淮门6号,鼓楼,250,29074元/平米,3室1厅1厨1卫,高楼层 (共6层),85.99㎡,平层,11.26㎡,板楼,南 北,砖混结构,简装,一梯两户,暂无数据,70年,2017/11/14,商品房,2001/1/30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
南台巷西,秦淮,195,33334元/平米,2室1厅1厨1卫,中楼层 (共7层),58.5㎡,平层,1㎡,板楼,南,钢混结构,其他,一梯三户,暂无数据,70年,2017/11/4,商品房,2016/4/22,普通住宅,未满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
后宰门西村,玄武,265,32903元/平米,3室1厅1厨1卫,低楼层 (共7层),80.54㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,70年,2018/2/27,房改房,2000/12/28,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
仁园,建邺,188,28853元/平米,2室1厅1厨1卫,高楼层 (共7层),65.16㎡,平层,56.58㎡,板塔结合,南 北,砖混结构,其他,一梯两户,暂无数据,70年,2017/12/7,房改房,2013/2/2,普通住宅,满五年,共有,"
                                暂无数据
                              ",已上传房本照片,,,
海峡城云璟湾,建邺,420,48199元/平米,2室1厅1厨1卫,高楼层 (共34层),87.14㎡,暂无数据,67.51㎡,板楼,南,钢混结构,其他,四梯三户,有,70年,2017/11/5,商品房,2016/2/25,普通住宅,满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
岗虹苑,秦淮,198,25809元/平米,3室1厅1厨1卫,高楼层 (共7层),76.72㎡,平层,暂无数据,板楼,南 北,砖混结构,其他,一梯两户,暂无数据,70年,2017/9/20,房改房,2011/4/12,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
锁金二村,玄武,245,27819元/平米,3室1厅1厨1卫,中楼层 (共16层),88.07㎡,暂无数据,1㎡,板塔结合,南,钢混结构,其他,两梯八户,有,70年,2017/5/31,房改房,2015/6/1,普通住宅,满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
亚东国际公寓,雨花台,470,36401元/平米,4室1厅1厨2卫,高楼层 (共27层),129.12㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯四户,有,70年,2018/2/25,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                暂无数据
                              ",未上传房本照片,,,
沿河二村,建邺,137,30642元/平米,2室1厅1厨1卫,高楼层 (共6层),44.71㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,一梯两户,暂无数据,70年,2018/3/16,商品房,2018/3/17,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
紫鑫中华广场,建邺,418,40949元/平米,2室2厅1厨1卫,中楼层 (共10层),102.08㎡,平层,1㎡,板楼,南 北,钢混结构,其他,一梯两户,有,70年,2017/12/25,商品房,2004/12/10,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
明发滨江新城三期,浦口,260,18158元/平米,4室2厅1厨2卫,低楼层 (共27层),143.19㎡,暂无数据,117.36㎡,塔楼,南,钢混结构,毛坯,两梯四户,有,70年,2016/10/8,商品房,2015/7/7,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
百家湖西花园巴黎城,江宁,309,25706元/平米,3室2厅1厨2卫,高楼层 (共6层),120.21㎡,平层,120.21㎡,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017/11/16,商品房,2005/12/2,普通住宅,满五年,共有,"
                                暂无数据
                              ",已上传房本照片,,,
金城花园,鼓楼,245,29817元/平米,2室1厅1厨1卫,中楼层 (共7层),82.17㎡,平层,81㎡,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017/10/8,商品房,2006/10/12,普通住宅,满五年,共有,"
                                暂无数据
                              ",已上传房本照片,,,
威尼斯水城第十六街区,浦口,170,19654元/平米,2室2厅1厨1卫,低楼层 (共32层),86.5㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯两户,暂无数据,70年,2018/3/16,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                暂无数据
                              ",未上传房本照片,,,
东郊小镇第八街区,江宁,138,29419元/平米,2室2厅1厨1卫,中楼层 (共9层),46.91㎡,跃层,暂无数据,板塔结合,西南,钢混结构,其他,一梯二十九户,有,70年,2018/3/14,商品房,2017/2/18,普通住宅,未满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
裕顺雅苑,鼓楼,510,41336元/平米,3室2厅1厨2卫,中楼层 (共15层),123.38㎡,平层,104.75㎡,板塔结合,东 南 北,钢混结构,精装,两梯六户,有,70年,2017/5/13,商品房,2005/5/26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,
风光里小区,秦淮,270,32760元/平米,2室2厅1厨1卫,低楼层 (共11层),82.42㎡,平层,68.88㎡,板塔结合,南 北,钢混结构,其他,一梯两户,有,70年,2018/1/6,商品房,2009/3/26,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
泰和园,鼓楼,230,36000元/平米,4室2厅1厨2卫,高楼层 (共6层),63.89㎡,暂无数据,57.43㎡,板楼,南,钢混结构,其他,一梯两户,暂无数据,70年,2017/5/12,房改房,2006/11/6,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
莱茵东郡,江宁,365,26719元/平米,3室2厅1厨2卫,中楼层 (共4层),136.61㎡,平层,124.02㎡,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017/12/14,商品房,2012/2/29,普通住宅,满五年,共有,"
                                暂无数据
                              ",已上传房本照片,,,
金陵新三村,鼓楼,146,24505元/平米,2室1厅1厨1卫,中楼层 (共7层),59.58㎡,平层,53.19㎡,板塔结合,东 南,钢混结构,其他,一梯四户,暂无数据,70年,2018/2/25,商品房,2017/7/13,普通住宅,未满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
富丽山庄,秦淮,370,32049元/平米,3室1厅1厨1卫,高楼层 (共7层),115.45㎡,跃层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,70年,2018/1/10,商品房,2006/3/8,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,
同曦新贵之都,江宁,136,29073元/平米,1室1厅1厨1卫,低楼层 (共30层),46.78㎡,暂无数据,37.03㎡,板楼,西,钢混结构,其他,两梯四十户,有,70年,2018/3/9,商品房,2014/9/11,普通住宅,满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
汇景家园汇安苑,秦淮,208,30432元/平米,2室1厅1厨1卫,中楼层 (共6层),68.35㎡,平层,58.82㎡,板塔结合,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017/9/21,商品房,2009/9/24,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
滟紫台,江宁,530,28311元/平米,3室1厅1厨2卫,低楼层 (共13层),187.21㎡,平层,暂无数据,板楼,东 西,钢混结构,毛坯,一梯两户,暂无数据,70年,2017/10/14,商品房,2016/7/15,普通住宅,未满两年,非共有,"
                                有抵押 248万元 客户偿还
                              ",已上传房本照片,,,
威尼斯水城第十五街区,浦口,186,21207元/平米,2室2厅1厨1卫,低楼层 (共11层),87.71㎡,平层,70.53㎡,板楼,南 北,钢混结构,其他,一梯两户,有,70年,2018/2/25,商品房,2015/11/3,普通住宅,满两年,共有,"
                                暂无数据
                              ",已上传房本照片,,,
莫愁新寓涌泉里,鼓楼,175,33797元/平米,2室1厅1厨1卫,低楼层 (共6层),51.78㎡,平层,暂无数据,板楼,西 北,钢混结构,其他,一梯四户,暂无数据,70年,2018/3/3,房改房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                暂无数据
                              ",未上传房本照片,,,
江南名府,建邺,355,40209元/平米,2室2厅1厨1卫,中楼层 (共5层),88.29㎡,平层,76.57㎡,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2017/11/27,商品房,2016/1/7,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
滨江奥城听雨苑,建邺,380,44269元/平米,2室2厅1厨1卫,高楼层 (共5层),85.84㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,70年,2017/6/5,商品房,2004/7/20,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,
